Category,Article_Title,Article_Link,Article_Text
CRICKET,Pakistan team in Australia without a doctor,https://www.hindustantimes.com/cricket/pakistan-team-in-australia-without-a-doctor-101702182447015.html,"Sohail Saleem, who was named as the official team doctor for the series in Australia and New Zealand, is yet to join the team.
“The Pakistan Cricket Board is still trying to get a visa for Dr Saleem and as soon as it comes he will join the side in Australia in time for the first Test in Perth,” a reliable source in the PCB said.
He said similarly former Test batsman, Shoaib Muhammad, who was named manager of the Pakistan junior side taking part in the Asia Cup in UAE, has also been unable to leave with the squad.
""Shoaib had some expired passport issues which the board is sorting out and hopefully he will also soon reach UAE to take charge,” the source said.
Ironically even the off-spinner, Sajid Khan, who is set to replace Abrar Ahmed in the Pakistan squad in Australia has also had his departure delayed due to visa issues.
The source admitted before naming the officials in any touring squad, the board should make it certain they will leave with their teams on schedule.

"
CRICKET,West Indies name 15-member T20I squad to face England,https://www.hindustantimes.com/cricket/west-indies-name-15-member-t20i-squad-to-face-england-101702182143981.html,"New Delhi [India], December 10 (ANI): The Cricket West Indies named their 15-member squad for their upcoming five-game T20I series against England on Sunday.
One of the main lookaways from the T20I squad was the inclusion of the 35-year-old batting all-rounder Andre Russell. The Caribbean hitman last played his T20I match in 2021 against Australia. After almost two years, he has been called up for a 20-over series.
Rovman Powell will be leading the Caribbean side in the five-match series which will be starting from December 13 and conclude on December 22. Wicketkeeper-batter Shai Hope named as the vice captain.
https://x.com/windiescricket/status/1733637506560577937?s=20
Meanwhile, Nicholas Pooran and Jason Holder who were not called up for the ODI series against England, have been named in the 15-member squad.
Bowling-allrounder Gudakesh Motie who impressed in the ODI series after he picked up four wickets in his three games have also been added to the five-match T20I series. on the other hand, Romario Shepherd who scalped five wickets in the 50-over series was included in the squad chart.
While announcing the team, Cricket West Indies chief selector Desmond Haynes said that this will be their last T20I series of the year before they go on to host the 2024 T20 World Cup along with the USA.
""This will be the final home T20I series for the West Indies in 2023, as they prepare to be one of the two host teams for the ICC Men's T20 World Cup in the West Indies and USA in June 2024,"" Haynes said as quoted by ESPNcricinfo.
The first T20I match will take place in Barbados. While, the next two games to be held in Grenada. The final two matches will be played in Trinidad.
West Indies squad: Rovman Powell (C), Shai Hope (VC), Roston Chase, Matthew Forde, Shimron Hetmyer, Jason Holder, Akeal Hosein, Alzarri Joseph, Brandon King, Kyle Mayers, Gudakesh Motie, Nicholas Pooran, Andre Russell, Sherfane Rutherford, Romario Shepherd. (ANI)

"
CRICKET,"India vs South Africa live streaming 1st T20I: When, where to watch IND vs SA",https://www.hindustantimes.com/cricket/india-vs-south-africa-live-streaming-1st-t20i-when-where-how-to-watch-ind-vs-sa-on-tv-and-online-durban-101702130251967.html,"On Sunday, December 10, Team India will make a return to the cricketing action, facing South Africa in the first of three T20Is at Kingsmead in Durban. Riding the momentum of a robust performance against Australia, where they triumphed 4-1 in the five-match T20I series at home last month, the team is brimming with confidence. Suryakumar Yadav, who stepped into the captaincy role following an injury to Hardik Pandya during the ODI World Cup in October, will continue to lead the side in the T20Is against Proteas.
The upcoming series against South Africa also heralds the return of key players Shubman Gill and Ravindra Jadeja to the first-team squad. Both players were given a well-deserved rest during the Australia series after an arduous ODI World Cup campaign. Their comeback adds depth and experience to the squad, further bolstering the young unit as the preparations continue for the T20 World Cup, slated for June 2024. The T20I series against South Africa will be India's penultimate bilateral action in the shortest format before the marquee tournament; the side will face Afghanistan for three T20Is in January, following which India meet England in five Tests.
The India vs South Africa 1st T20I will be played on Sunday, December 10, 2023.
The India vs South Africa 1st T20I will be played at the Kingsmead in Durban.
The India vs South Africa 1st T20I will start at 7:30 pm. The toss will take place at 7 pm.
The India vs South Africa 1st T20I will be broadcast live on the Star Sports network
The live streaming of the India vs South Africa 1st T20I will be available on Disney+ Hotstar. You can also catch the live score and updates here at hindustantimes.com.


"
CRICKET,Demon Slayer Season 4: Short trailer for upcoming Hashira Training arc released | Watch,https://www.hindustantimes.com/entertainment/anime/demon-slayer-season-4-short-trailer-for-upcoming-hashira-training-arc-released-watch-101702218627644.html,"Demon Slayer has etched its name as one of the most popular anime series of all time. Shortly after the end of its third season, the production house didn't waste much time announcing Season 4. They even teased fans with a short teaser but it wasn't enough for fans awaiting the Hashira Training arc. The upcoming season is set to premiere with an hour-long episode next year. Ahead of its release, Ufotable has finally unveiled a short trailer, giving fans a glimpse into what's next for the all-new chapter.

Ufotable released an all-new trailer for Demon Slayer: Kimetsu no Yaiba Season 4 on Sunday, December 10. The 4-minute-long trailer features spectacular animation including fan-favourite Tanjiro. The 2024 promotional reel was released only hours ago on Aniplex USA's official YouTube channel. So far the trailer has garnered over 56K views.
After a few scenes, the trailer cuts to the message, “A new chapter begins” with the iconic cast in the backdrop. It also introduces the new arc with individual characters including- Tengen Uzui, Shinobu Kocho, Muichiro Tokito, Mitsuri Kanroji, Obanai Iguro, Sanemi Shinazugawa, Gyomei Himejima, and Giyu Tomioka.
Although no official date for Demon Slayer Season 4 has been announced yet, it is expected to come out sometime in the Spring of 2024. Following the trailer release, fans were left excited about the upcoming season. One commented, “This is it guys, where only 1 arc away from the best and most awaited arc, get yourself ready for what's coming next.”
Another fan wrote, “This season will most likely be the least anticipated as its short but it contains the biggest clifhanger leading towards the best seasons of all.” One more fan said, “Once this arc is over, now the real fun starts with some of the most epic fights/best story developments you've seen! (So excited for this to come along with the rest)”

"
CRICKET,India need to identify more match-winners: Mithali Raj,https://www.hindustantimes.com/cricket/india-need-to-identify-more-match-winners-mithali-raj-101702226261918.html,"The financial uplift in player salaries is there for all to see. There are now many players in Indian women’s cricket who can live a good life just by playing in the Women’s Premier League (WPL). But the qualitative difference may take time to have its impact in India’s T20 cricket – the format of the present and future.
Big-hitting prowess wins over everything else in the shortest format. Last year’s WPL saw overseas batters dominating proceedings while most of India’s batters strived for the right scoring tempo. This despite the advantage Indian players had in terms of playing opportunities – seven home players in the playing 11.
The leading run-scorer for all the five teams was an overseas batter. Only two Indians featured in the top 10 run-scorers' list. Shafali Verma and Harmanpreet Kaur who made the list were no WPL finds. Among the top 10 six-hitters, apart from Verma, Kiran Navgire, Dayalan Hemlatha and Richa Ghosh made the list; but none were able to make a match-winning impact.
Part of the reason is the absence of middle-order ball strikers in the Indian circuit – a problem that extends to the national team. Lack of lower-order depth cost India the 2022 Commonwealth Games Gold as well as this year’s T20 World Cup semi-final against Australia. Can WPL help change that?
“It will take time,” said Mithali Raj, mentor with Gujarat Giants. “Unless you have more players in domestic cricket playing at those slots which give the franchises an opportunity to identify them, it won’t happen. Right now, you pretty much have top orders of good state sides being picked at the auction.”
Australian players are by far the leaders in women’s cricket. A lot of the advance in Australia’s T20 cricket has come from Women’s Big Bash League (WBBL) that began in 2015. Indian representation is limited to the big names, a reflection of the distance the rest of the players need to cover.
“WBBL has been around for a while and it has helped the Australia set up where a lot of players have come through the ranks,” said Raj. “But we have also seen that WPL in the first season itself gave players like Saika Ishaque, Shreyanka Patil, Kanika Ahuja. You have identified such players. By the second season you will have a stronger second string.”
The T20I series against England has showed up many cracks. Inability of players outside the experienced core group to leave an impact may be a matter of concern ahead of next year’s T20 World Cup. “It’s about how you prep in the run up to the World Cup. The tournament is in Bangladesh in similar conditions, which may be a blessing. But do we have players who can be match winners?” Raj asked.
“Right now, we have Smriti, Harmanpreet, Shafali and Jemimah. But what about the rest? We will have to identify more match winners who can step up when required.”

"
CRICKET,₹353 crore cash seized from IT raids on Odisha liquor firm,https://www.hindustantimes.com/cities/others/rs-353-crore-cash-seized-from-it-raids-on-odisha-liquor-firm-101702223499886.html,"The income tax raids on an Odisha-based distillery group across three states has netted ₹353 crore of cash in five days, the highest ever cash seizure in the history of income tax raids in the country, officials said on Sunday.
By Sunday evening, officials of three branches of the State Bank of India (SBI) in Bolangir, Titlagarh and Sambalpur managed to count all the seized cash, deploying over 3 dozen counting machines and 80 officials. While ₹48.5 crore was counted in Sambalpur and Titlagarh branch of SBI, in Bolangir Main Branch of the bank at least 50 employees managed to count ₹305 crore using 25 counting machines as IT officials pushed them to finish the operation by midnight.
“There were 176 bags of currency in the denomination of ₹100, 200 and 500 that was brought to the SBI Main Branch in Bolangir two days ago from the liquor company’s office in Sudapada locality of Bolangir town. Battling fatigue and machine breakdown, the staff have been busy counting throughout the day and night barring toilet breaks. The amount of cash the staff have counted in last 3 days is much more than what they would have done in a year,” said Bhagat Behera, regional manager of SBI Bolangir.
SBI officials said the counting process was hit by frequent machine breakdowns as they were not equipped to operate non-stop. “We had to keep 40 machines on stand-by as machines stopped working. Many of the currency notes stuck to each other due to mildew deposits and so we had to use dryers to separate the notes,” said an official, adding that there was no duplicate or ₹2,000 currency notes.
While the counting went on in the banks, the IT officials carried out further raids on country liquor breweries of Bunty Sahu and Rajesh Sahu who are close to the family members of Baldeo Sahu & Group of Companies that owns and operates a distillery plant in Odisha apart from several microbreweries. IT officials said they are interrogating Bunty Sahu and Rajesh Sahu to find out why so much cash was kept in Bolangir’s Sudapada area.
IT officials are also trying to find out the involvement of state excise officials as during the raids they found a polythene packet containing ₹5 lakh in currency notes with the name ‘Inspector Tiwari’ mentioned on the packet. “We think the person may either be from the exercise department or local police. We would interrogate officials from the excise department,” said an IT official.
Meanwhile, a special 20-member IT analysis team from Hyderabad joined the investigation to scan through the computer hard disk and other electronic items recovered during the raid.
Baldeo Sahu & Group of Companies which is a group company of Boudh Distilleries Private Limited, is linked to the Congress Rajya Sabha MP. His son Ritesh Sahu is the managing director, while elder brother Uday Shanker Prasad is the chairman of the company that manufactures extra neutral alcohol — a primary raw material for making alcoholic beverages. The former has other businesses, including Baldeo Sahu Infra Pvt Ltd (which makes fly ash bricks), Kwality Bottlers Pvt Ltd (an IMFL bottling unit), and Kishore Prasad Bijay Prasad Beverages Pvt Ltd engaged in the sale and marketing of different IMFL brands.
Meanwhile, politics over the record cash seizure hotted up with the BJP in Jharkhand staging protests at all district headquarters of the state demanding intervention of central probe agencies. “Corruption is in the DNA of the Congress. Congress leaders are engaged in the competition of corruption. The Congress must have kept this money for horse trading and resort politics after declaration of recently held elections results in three states,” said MLA C.P Singh demanding arrest of Congress MP Sahu.
State BJP spokesperson Shahdeo echoed the same. “ED and CBI should also come forward in this whole matter and MP Dheeraj Sahu should be strictly interrogated. When just one Congress MP has cash worth billions, then imagine how many trillions the entire party must have embezzled,” he said.
The demonstration was organised a day after state finance minister and Lohardaga MLA, Rameshwar Oraon, and JMM spokesperson Supriyo Bhattacharya had taken strong exception to the BJP stand of politicising the issue of cash recovery from Sahu’s various locations in Jharkhand and Odisha before the official statement from the income tax department. They had termed IT’s action a ‘routine exercise’ and had asked the BJP to ‘practice patience’ in the matter.
Reacting to the BJP’s allegations, Jharkhand Pradesh Congress Committee executive president and state co-ordination committee member Bandhu Tirkey said the opposition was resorting to ‘petty politics’.
“The BJP has no right to guide income tax on what to do or not to do in the matter at the time when the IT department is in action. Dheeraj Sahu and his ancestors are well known for their association with business. Before any official statement from IT, it is not right from the part of the party and its state president Babulal Marandi to point fingers at the chief minister and regard it as a matter of corruption. The BJP, who could do nothing to people like Nirav Modi, has no right to raise alarm in such matters. This is nothing more than petty politics,” said Tirkey.

"
CRICKET,Palestine supporters call for Zara boycott after its latest campaign - Here's why,https://www.hindustantimes.com/world-news/us-news/palestine-supporters-call-for-zara-boycott-after-its-latest-campaign-heres-why-101702213444991.html,"Spanish clothing retailer Zara finds itself entangled in a crisis after the release of its latest ad campaign, titled ""The Jacket."" The campaign, intended to highlight the versatility of the garment, has sparked public outrage due to controversial images reminiscent of the Gaza genocide.
Zara asserts that the campaign's focus is on design, but the images depicted triggered strong backlash. Social media erupted with condemnation as users expressed their anger and disgust, vowing to boycott the brand. One user's statement echoed the sentiments of many: ""My jaw dropped seeing this. Boycott for life. You are disgusting demons. I can't believe what I'm looking at.""


The images in question include unsettling portrayals resembling Islamic burial attire and an upside-down map of Palestine, drawing stark parallels to the ongoing conflict in Gaza. Critics accused Zara of exploiting tragic events for marketing purposes. A user commented, ""Do you think that 20,000 people are killed, and it is normal for you to use their deaths as a marketing method? Don't come out and say you didn't mean to... disgusting.""
Despite the public outcry, Zara has yet to issue a response or statement regarding the controversy. This is not the first time Zara has faced condemnation related to the Israel-Palestine conflict. In October 2022, Palestinians initiated a boycott campaign after Zara's franchise holder in Israel expressed support for the extremist Jewish Forces party.
Also Read | Many Americans are boycotting Black Friday even after Israel-Hamas ceasefire, here's why
Zara's branches in occupied territories reportedly suffered significant financial losses due to the boycott, estimated at tens of millions of shekels within a short period. The recent controversy intensifies the scrutiny on Zara's stance on sensitive geopolitical matters and raises questions about the intersection of fashion, politics, and ethical considerations. As consumers call for accountability, the fashion giant navigates a challenging terrain where social responsibility and brand image hang in the balance.

"
EDUCATION,"CLAT 2024 results out on consortiumofnlus.ac.in, direct link",https://www.hindustantimes.com/education/exam-results/clat-2024-results-out-on-consortiumofnlus-ac-in-direct-link-101702186306311.html,"CLAT 2024 Result: The Consortium of National Law Universities (NLUs) have announced result of the Common Law Admission Test or CLAT. Candidates who have appeared in the CLAT UG or the CLAT PG examination can go to the website consortiumofnlus.ac.in and check it. A direct link has been provided below. CLAT 2024 result live updates.
The consortium has issued the provisional answer key of CLAT on December 4 and after reviewing candidates' feedback, it released the final answer key on December 10.
After results, shortlisted candidates can register for the admission cum counselling process. It will begin on December 12 and end on December 22, 2023.
The entrance test took place on Sunday, December 3, 2024 at 139 test centres in 25 states and UTs.
As informed by the consortium, a record 97.03 per cent of the registered candidates appeared in CLAT UG while 93.92 per cent of the registered candidates took the PG exam.
In the final answer key, some answers have been revised and some questions have been withdrawn.
Candidates may file a grievance if they have complaints regarding the CLAT 2024 Final Answer Keys.The grievance portal is scheduled to open at 12 p.m. on December 11, 2023. Check detailed notification here.



"
EDUCATION,"CLAT 2024 result announced, steps to check scores",https://www.hindustantimes.com/education/exam-results/clat-2024-result-announced-steps-to-check-scores-101702197550553.html,"htCLAT 2024 Result: The Consortium of National Law Universities (NLUs) has declared results of the Common Law Admission Test, the entrance examination held for admission to undergraduate and postgraduate law courses at participating NLUs across the country. Those who took CLAT UG or CLAT PG 2024 can go to the website consortiumofnlus.ac.in and check their scores. They can also use the link given below. CLAT 2024 result live updates.
Next, selected candidates can apply for the online counselling process. Registrations will be done from December 12 to 22 and more details will be announced soon.
The exam was held on Sunday, December 3, 2024 at 139 test centres in 25 states and UTs.
A record 97.03 per cent of the registered candidates took the CLAT UG exam, while 93.92 per cent of the registered candidates took the PG exam.

"
EDUCATION,RRC Northern Railway Recruitment 2023: Apply for 3000+ apprentice posts,https://www.hindustantimes.com/education/employment-news/rrc-northern-railway-recruitment-2023-apply-for-3000-apprentice-posts-from-dec-11-101702214349552.html,"Railway Recruitment Cell, Northern Railway has invited applications for apprentice posts. The application process will commence on December 11 and the deadline for the submission of the application form is January 11. Interested candidates will be able to apply online through the official website at www.rrcnr.org.
The merit list is expected to be displayed on February 12.
RRC Northern Railway Recruitment 2023 vacancy details: This recruitment drive is being conducted to fill 3093 vacancies.
RRC Northern Railway Recruitment 2023 educational qualification: Candidates should have passed SSC/ Matriculation or equivalent with 50 % marks in aggregate, from a recognized board. Candidates must have passed ITI in the relevant trade issued by NVCT/SCVT recognised by the government of India.
RRC Northern Railway Recruitment 2023 age limit: The candidate's age should be between the age of 15 to 24 years as of January 11, 2024.
RRC Northern Railway Recruitment 2023 application fee: Candidates have to pay ₹100 as an application fee. SC/ST, PwBd and women candidates are not required to pay an application fee.
RRC Northern Railway Recruitment 2023 selection process: The selection will be based on the screening and scrutiny of the application. There will be no written test of viva.


"
EDUCATION,Bihar Court Recruitment 2023 admit card released at districts.ecourts.gov.in,https://www.hindustantimes.com/education/employment-news/bihar-court-recruitment-2023-admit-card-released-at-districts-ecourts-gov-in-direct-link-here-101702212240698.html,"The Bihar Civil Court has released admit cards for the post of Court Reader-Cum Deposition and Stenographer today, December 10. Candidates can download the admit card from the official website at districts.ecourts.gov.in. Candidates will be able to download their admit card using their registration number and password.
The preliminary examination will be conducted on December 17. The written examination for the post of Court Reader-Cum Deposition will be conducted in the first shift from 10 am to 12 noon and the examination for the post of stenographer will be conducted in the second shift from 2:30 pm to 4:30 pm.
Visit the official website at districts.ecourts.gov.in
On the homepage, click on the “Link for Admit Card of the Examination scheduled to be held on 17.12.2023”
A new page will be displayed on the screen
Key in your login details
Your admit card will be displayed on the screen
Download the admit card and print it for future reference.

"
EDUCATION,BSSC Inter-Level Recruitment 2023: Tomorrow last date to apply for 11098 posts,https://www.hindustantimes.com/education/employment-news/bssc-inter-level-recruitment-2023-tomorrow-last-date-to-apply-for-11098-posts-apply-at-onlinebssccom-101702208156985.html,"The Bihar Staff Selection Commission will end the application process for 11098 vacancies tomorrow, December 11. Interested candidates can submit their application through the official website at onlinebssc.com. The registration process ended on December 9.
BSSC Inter-Level Recruitment 2023 vacancy details: This recruitment drive aims to fill 11098 vacancies.
BSSC Inter-Level Recruitment 2023 age limit: Candidates should be at least eighteen years old. For the unreserved male group, the upper age limit should be 37 years old. The candidates' maximum age for the unreserved female category should be 40 years old. Candidates from the SC/ST category may apply, with a maximum age of 42 years, and those from the backwards class, 40 years.
BSSC Inter-Level Recruitment 2023 application fee: The application fee for General/OBC/EWS (Male Candidates) is ₹540. The application fee for Native Bihar State SC/ST applicants is ₹135. The application cost for female and physically disabled candidates of Bihar state is Rs135 only.
Visit the official website at www.onlinebssc.com
On the homepage, click on the ADVT.NO.-02/23
A new page will be displayed on the screen
Fill out the application form
Pay the application fee
Upload all the required documents
Submit the form and take print for future reference.


"
EDUCATION,India Exim Bank Recruitment 2023: Apply for 15 MTs and Manager posts,https://www.hindustantimes.com/education/employment-news/india-exim-bank-recruitment-2023-apply-for-15-mts-and-manager-posts-from-dec-13-101702204770068.html,"India Exim Bank has notified vacancies for Management Trainees and Manager posts. The application process will commence on December 13 and the deadline for the submission of the application form is January 1, 2024. Interested candidates will be able to apply online through the official website at www.eximbankindia.in.
The online examination will be conducted tentatively in January 2024 and the interview will be conducted tentatively in February 2024.
India Exim Bank Recruitment 2023 vacancy details: This recruitment drive is being conducted to fill 15 vacancies of which 12 vacancies are for the post of Management Trainee (MT) and 3 vacancies are for the post of managers.
India Exim Bank Recruitment 2023 age limit: For the post of manager the maximum age is 37 years for Scheduled Tribe and 35 years for the other Backward class ( Non Creamy Layer).
For the post of Management Trainee, the maximum age is 33 years for Scheduled Tribe and Scheduled Cast candidates and for Other Backward class (Non-Creamy Layer) the maximum age is 31 years.
The eligibility criteria, educational qualifications and other details will be available on the notification available on the official website at www.eximbankindia.in.



"
EDUCATION,UPSSSC PET 2023: Steps to check final answer key and results,https://www.hindustantimes.com/education/exam-results/upsssc-pet-2023-steps-to-check-final-answer-key-and-results-101702201320142.html,"The Uttar Pradesh Subordinate Services Selection Commission (UPSSSC) will announce results and release the final or revised answer keys and results of the Preliminary Eligibility Test (UP PET 2023) on its official website, upsssc.gov.in. The provisional answer key was out in November.
The window to raise objections to the provisional answer key was closed on November 15 and next, final answer keys and results are expected.
After releasing the provisional answer key, the commission invited candidates to raise objections to the preliminary answer key, if any. . Their objections will be reviewed by a panel of experts.
If objections are found valid, the final answer key will will be revised accordingly.
The examination took place on October 28 and 29. The provisional answer key was released on November 6.
Once announced, candidates can check their results through these steps:
Go to the UPSSSC official website at upsssc.gov.in.
Open the PET final/revised answer key download or the result link, as required.
Login by entering your details.
Check your result/answer key and download it.

"
EDUCATION,Central University Jammu Recruitment 2023: Apply for Non-Teaching posts,https://www.hindustantimes.com/education/employment-news/central-university-jammu-recruitment-2023-apply-for-non-teaching-posts-till-dec-15-101702197441326.html,"Central University Jammu has invited applications for Non-Teaching posts. The application process is underway and the deadline for the submission of the application form is December 15. Interested candidates can apply online through the official website at www.cujammu.ac.in.
Central University Jammu Recruitment 2023 vacancy details: This recruitment drive is being conducted to fill 27 vacancies.
Section Officer: 7
Private Secretary: 7
Personal Assistant: 6
Upper Division Clerk: 4
MTS: 1
Peon: 1
Library Attendant:1
Central University Jammu Recruitment 2023 age limit: The upper age of the candidates should be 40 years for Section Officer, Private Secretary posts and Upper Division Clerk posts. For Personal Assistants, Multi Tasking Staff, Office Attendants/ Peon, and Library Attendants the upper age limit is 35 years.
Central University Jammu Recruitment 2023 application fee: The application fee is ₹1000 for General/ EWS/OBC categories. For SC/ ST/ PwBD categories and regular Employees of the Central University of Jammu, the application fee is exempted.
Interested candidates can apply online through the official website at www.cujammu.ac.in.
Candidates have to take the printout of the submitted online application form, self-attest each page of the application form and annexures/certificates and send it in an envelope duly superscripted
“Application for the post of…………against Employment Notification No. 29 dated 30.10.2023’’ to The Registrar, Central University of Jammu, Rahya-Suchani (Bagla), District Samba, Jammu & Kashmir, 181143.


"
EDUCATION,SBI Clerk 2023: Extended registration window closes today,https://www.hindustantimes.com/education/employment-news/sbi-clerk-2023-extended-registration-window-closes-today-101702189172498.html,"The State Bank of India is going to close the extended registration window for Junior Associate (Customer Support and Sales) vacancies (SBI Clerk 2023) today, December 10. Previously, the application deadline was December 7, which was later extended to December 10. Eligible and interested candidates can go to the bank's website, sbi.co.in and then to the careers portal and apply for it.
SBI Clerk 2023 is being held for a total of 8283 vacancies.
To apply for SBI Clerk 2023, candidates need a graduation degree or its equivalent from a recognised institute.
The lower age limit of the candidate should be between 20 years and the maximum age can be 28 years.
Steps to apply for SBI Clerk recruitment 2023
Go to the bank website, sbi.co.in.
Open the careers option.
Open the current openings tab.
Open the Junior Associate (Customer Support & Sales) link.
Open the apply online link. It will lead you to the IBPS page.
Complete the registration process.
Once done, login and fill the application form.
Upload documents, make payment.
Submit your form and save the confirmation page.
The application fee of SBI Clerk for candidates belonging to general, OBC and EWS categories is ₹750.
SC, ST, PwD, ESM, DESM candidates are exempted from payment of application fees. For further details, candidates can check the official website of the bank.

"
EDUCATION,SSC Delhi Police Constable Driver final results out on ssc.nic.in,https://www.hindustantimes.com/education/exam-results/ssc-delhi-police-constable-driver-final-results-out-on-sscnicin-101702193092654.html,"Staff Selection Commission (SSC) has announced final results of the Constable (Driver) Male in Delhi Police Examination, 2022 and candidates can check it on the official website of the commission, ssc.nic.in.
The commission said that a total of 26,812 candidates were shortlisted for the PE and MT round of the recruitment drive, of whom 20318 appeared in the round.
Of them, 14,991 qualified and were eligible for the trade test. A total of 12676 candidates qualified in the trade test, it said.
Result of the computer based exam were announced on December 29, 2022 and the Physical Endurance and Measurement Test (PE&MT) and Document Verification (DV) took place from April 14 to May 2.
“Delhi Police will take further action for collection of character and antecedents and medical examination forms of shortlisted candidates. Any discrepancy with respect to the selection/ non-selection/allocation of post(s) of the candidate may be brought to the Notice of theCommission within a period of one month. Any such representation received after one month will not be entertained by the Commission,” SSC said.
“The marks of the qualified/ non-qualified candidates will be made available on the website of the Commission in due course,” it added.
Direct link to check results. (Check under the others tab).

"
EDUCATION,CSIR Recruitment 2023: Apply for 444 SO and ARO posts at csir.res.in,https://www.hindustantimes.com/education/employment-news/csir-recruitment-2023-apply-for-444-so-and-aro-posts-at-csir-res-in-check-notification-here-101702191487406.html,"The Council for Scientific and Industrial Research (CSIR) has invited applications for 444 Section Officer and Assistant Section Officer posts. The application process is underway and the deadline for the submission of the application form is January 12. Interested candidates can apply online through the official website at www.csir.res.in. The last date for the submission of the online application form is January 14.
The tentative date for the phase 1 examination is February 2024.
CSIR Recruitment 2023 vacancy details: This recruitment drive is being conducted to fill 444 vacancies of which 368 vacancies are for the post of Assistant Section Officer and 76 vacancies are for the post of Section Officer.
CSIR Recruitment 2023 age limit: The upper age of the candidates should not exceed 33 years.
CSIR Recruitment 2023 application fee: The application fee is ₹500 for Unreserved (UR), OBC and EWS Categories. Women/SC/ST/PwBD/Ex-Servicemen/CSIR Departmental Candidates are exempted from the payment of the application fee.
CSIR Recruitment 2023 educational qualification: Candidates should possess a university degree.
Visit the official website at www.csir.res.in
On the homepage, click on the recruitment tab
A new page will be displayed on the screen
Next, click on the apply link for “CSIR - COMBINED ADMINISTRATIVE SERVICES EXAMINATION – 2023 (CASE – 2023) [Last Date: 12/01/2024]”
A new page will be displayed on the screen
Fill out the application form
Upload all the required documents
Submit the form and take print for future reference.



"
EDUCATION,"XAT 2024 registration process ends today, apply at xatonline.in",https://www.hindustantimes.com/education/competitive-exams/xat-2024-registration-process-ends-today-apply-at-xatonlinein-101702189629569.html,"Xavier School of Management will close the extended registration process for the XAT 2024 examination today, December 10. Candidates can register on the official website, xatonline.in, for the XAT 2024.
The XAT 2024 admit card will be released on December 20 onwards. The XAT 2024 exam is scheduled for January 7. The paper will be held from 2 pm to 5:30 pm.
XAT 2024 registration fee: The XAT Registration fee is ₹2100. However, for XLRI programmes, it is ₹200 per programme.
XAT 2024 exam pattern: The XAT question paper consists of two time-bound parts. The details are as follows:
Part I
a) Verbal Ability & Logical Reasoning (VA & LR)
b) Decision Making (DM)
c) Quantitative Aptitude & Data Interpretation (QA & DI)
Part II
a) General Knowledge (GK)
b) Analytical Essay Writing (AEW)
Visit the official website at www.xatonline.in
On the homepage, click on the registration link
Register yourself and proceed with the application
Now log in and fill out your application form.
Upload documents, and make payment.
Submit the form and save a copy for future use

"
EDUCATION,"NTA to conduct Fit India Quiz 2023 prelims on Dec 21, 22; admit cards out",https://www.hindustantimes.com/education/nta-to-conduct-fit-india-quiz-2023-prelims-on-dec-21-22-admit-cards-out-101702181910321.html,"National Testing Agency (NTA) will conduct the prelims round of the Fit India Quiz 2023 in six batches on December 21 (batches 1, 2, 3) and December 22 (batches 4, 5, 6). Admit cards for the preliminary round have been released on the website fitindia.nta.ac.in. Candidates can download it using mobile number and date of birth.
The quiz will be delivered on Android mobile phones and candidates are not required to visit any exam centre to appear in the quiz.
“Webinars to explain the process of appearing in the online Quiz have been organised on 12h December and 13th December 2023 from 03.00 PM to 04.15 PM. for the benefit of schools and candidates. Schools and candidates can join the webinar at the link provided in the Admit Cards and get clarification,” NTA said.
It added that mock tests for the quiz will be organised from December 15 to 17 for familiarising candidates with the process of appearing in the online quiz.
""Candidates are required to download the Mobile App from the link given in the Admit Card and appear in the Mock Test from 15th December to 17th December 2023. Mock test window will be available from 09.00 AM to 06.00 PM on the specific date. Candidates must appear in the Mock Test without fail so that they are able to appear in the actual Quiz without any technical difficulties. Schools are requested to impress upon the candidates to appear in the Mock Test without fail and ensure that they do so, to ensure success of the programme,"" NTA said.
All important details such as date, session, log in time, user ID, password, the name of the website from where the mobile app has to be downloaded, webinar link, technical help desk telephone numbers etc., are provided in the admit card, it added.

"
